CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;52;36;4;162;105;139;265
01:00;16;8;35;41;23;1;19
02:00;15;9;35;39;26;1;17
03:00;12;8;47;33;15;0;13
04:00;10;7;61;23;8;0;10
05:00;14;6;58;14;7;1;15
06:00;31;4;40;19;7;6;40
07:00;49;4;26;24;7;17;75
08:00;55;6;22;27;9;29;99
09:00;36;;39;26;9;15;59
10:00;26;9;47;24;12;11;43
11:00;23;8;53;21;11;8;35
12:00;16;3;65;19;9;5;24
13:00;18;9;61;26;13;6;27
14:00;28;17;53;36;14;8;41
15:00;30;9;54;30;14;8;42
16:00;35;9;46;41;17;8;47
17:00;39;8;39;43;17;11;56
18:00;44;8;33;47;17;12;63
19:00;65;10;17;62;32;29;110
20:00;83;20;4;102;56;83;209
21:00;75;31;4;147;92;82;200
22:00;77;33;7;183;111;145;298
23:00;68;36;5;171;105;150;298
