CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;49;3;119;79;220;385
01:00;41;3;114;78;225;384
02:00;42;;67;52;60;133
03:00;33;3;66;46;68;136
04:00;27;1;56;41;57;114
05:00;25;1;50;36;80;147
06:00;27;1;56;37;103;184
07:00;37;3;75;44;211;359
08:00;48;3;72;44;223;388
09:00;52;3;79;42;185;335
10:00;45;6;73;44;44;111
11:00;39;10;64;41;23;73
12:00;32;12;46;28;13;51
13:00;30;9;39;26;10;44
14:00;40;9;39;27;12;58
15:00;36;11;34;17;11;53
16:00;35;8;28;13;10;50
17:00;43;9;34;16;11;61
18:00;54;11;28;16;13;73
19:00;82;9;44;22;48;155
20:00;85;6;81;34;186;368
21:00;88;5;112;60;300;548
22:00;73;4;120;76;308;543
23:00;56;3;121;78;239;420
