CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;60;34;12;303;290;355;603
01:00;18;11;9;44;40;6;27
02:00;14;12;12;42;40;3;20
03:00;15;12;12;40;37;4;21
04:00;15;12;15;35;29;4;20
05:00;17;11;12;32;26;5;24
06:00;24;12;7;39;30;14;44
07:00;34;13;2;;38;64;130
08:00;40;16;2;51;48;118;220
09:00;46;21;3;66;56;132;246
10:00;36;22;5;;56;52;114
11:00;33;19;12;;47;34;85
12:00;31;18;19;40;38;22;64
13:00;38;26;19;40;37;26;77
14:00;33;17;24;48;44;15;56
15:00;;;18;50;49;;
16:00;71;24;;75;67;111;241
17:00;105;26;8;127;94;427;757
18:00;105;30;12;176;151;460;807
19:00;77;35;13;221;202;338;593
20:00;78;40;18;260;246;401;691
21:00;74;29;15;274;266;375;646
22:00;78;26;11;283;279;475;804
23:00;70;35;12;303;291;369;634
