CZAS;Dwutlenek azotu;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;19;5;41;38;3;22
01:00;12;13;43;32;1;13
02:00;11;13;44;31;1;12
03:00;;13;39;30;;
04:00;9;;38;30;1;10
05:00;11;11;39;30;1;12
06:00;16;7;37;30;2;19
07:00;18;5;34;30;3;22
08:00;19;6;35;25;5;26
09:00;17;8;27;25;5;23
10:00;17;8;36;27;5;24
11:00;14;11;31;30;3;18
12:00;14;10;40;30;4;19
13:00;15;10;37;30;4;20
14:00;16;10;39;32;4;21
15:00;19;8;41;36;5;26
16:00;22;6;48;40;6;30
17:00;20;7;51;41;5;26
18:00;19;7;45;38;4;24
19:00;26;3;46;41;10;40
20:00;30;2;56;43;18;56
21:00;29;2;57;42;14;51
22:00;30;2;58;43;16;54
23:00;24;3;46;40;5;31
