CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
23:00;20.1736;6.03066;38.6869;51.6062;77.9035;40.0947;0.298642;20.722
00:00;18.4328;6.34511;40.4198;47.1996;72.5438;45.6276;0.360992;19.0683
01:00;16.4422;6.13885;43.6135;44.4244;60.2967;39.8444;0.332934;17.0357
02:00;13.9851;5.4472;43.7515;42.747;59.0117;33.6055;0.458327;14.7693
03:00;12.9584;5.33484;42.8432;41.5164;51.4694;35.1744;0.199921;13.3442
04:00;10.335;4.27877;43.9066;41.4035;51.6128;37.1345;0.236984;10.776
05:00;10.3546;4.15407;41.1763;41.2924;50.3024;37.5812;0.352678;10.9795
06:00;13.5595;3.21252;36.0341;41.304;47.3561;36.6524;0.596536;14.5579
07:00;22.0574;3.37146;26.5878;39.7916;44.4544;39.3521;2.27924;25.5529
08:00;21.7311;4.32762;32.4332;38.7933;51.9361;34.4434;5.65861;30.4098
09:00;21.4846;4.87498;35.6745;37.8009;54.0963;32.8838;7.8083;33.4727
10:00;13.3942;4.14995;47.9931;38.3311;52.647;24.1193;4.12411;19.7241
11:00;13.3246;3.57881;51.3181;39.3905;45.969;20.0775;3.96061;19.41
12:00;12.9691;2.73034;64.9328;42.0187;51.9411;12.3986;2.84316;17.3318
13:00;8.99269;3.05455;80.1358;46.8887;43.8446;13.7696;0.579162;9.88011
14:00;7.48886;2.60499;88.9676;53.5054;37.8628;5.97276;0.629097;8.53828
15:00;8.02132;3.7074;91.8803;61.6669;36.3392;13.4443;1.26086;9.85489
16:00;8.854;4.11194;94.7315;69.4542;39.7098;14.987;1.23245;10.6435
17:00;12.5604;8.57187;92.1535;76.5141;39.5169;14.2403;1.10013;14.1565
18:00;14.3491;6.51149;94.2011;82.2901;42.1897;22.2303;0.743353;15.4021
19:00;13.9373;9.20358;94.4716;87.6843;46.6238;22.0014;0.537944;14.6624
20:00;17.5794;6.40128;74.4196;88.8701;46.8029;30.152;0.759287;18.6488
21:00;21.6148;7.28081;60.8508;86.4595;54.7075;39.9533;0.982708;23.0147
22:00;18.0236;6.35184;70.7688;84.1846;51.9903;35.5403;0.748549;19.0756
23:00;11.9637;5.21674;69.1589;81.3445;42.1918;34.815;0.818519;13.1219
00:00;16.7473;6.90349;60.0595;77.0105;47.742;36.9249;0.962271;18.1291
