CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;65;3;7;50;35;163;313
01:00;48;2;5;45;29;96;194
02:00;34;1;8;31;24;10;49
03:00;28;1;10;29;22;5;35
04:00;31;2;5;30;29;22;64
05:00;29;;4;33;26;64;125
06:00;32;2;3;31;29;67;134
07:00;35;2;7;39;24;63;131
08:00;40;3;8;35;24;48;113
09:00;39;6;12;30;24;31;85
10:00;34;13;26;28;21;19;63
11:00;19;5;39;24;16;6;28
12:00;15;8;49;15;12;4;20
13:00;13;4;52;8;9;3;18
14:00;13;2;58;13;9;3;16
15:00;13;1;61;15;6;2;16
16:00;14;3;65;13;7;3;17
17:00;16;4;69;14;9;3;19
18:00;14;4;76;13;8;2;16
19:00;14;4;82;13;9;1;14
20:00;22;4;76;20;8;1;23
21:00;33;3;53;31;17;3;36
22:00;25;3;63;33;20;2;27
23:00;65;3;22;46;35;121;248
