CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;22;2;74;23;19;2;25
01:00;16;4;72;25;17;2;19
02:00;12;;58;26;16;2;16
03:00;12;4;56;19;14;2;15
04:00;12;3;54;18;14;2;16
05:00;15;4;51;17;14;3;19
06:00;18;3;47;23;14;3;21
07:00;20;3;45;26;14;5;27
08:00;27;5;39;33;14;7;38
09:00;25;5;41;41;19;8;36
10:00;24;5;47;44;20;6;33
11:00;23;5;49;44;21;6;33
12:00;24;3;53;43;20;6;32
13:00;21;3;63;;22;4;27
14:00;16;2;87;39;29;3;20
15:00;13;3;106;34;25;4;19
16:00;10;2;114;31;21;5;17
17:00;10;2;114;29;19;6;18
18:00;12;2;111;34;17;6;21
19:00;18;2;98;40;18;4;24
20:00;;2;;53;24;;
21:00;;4;;86;26;;
22:00;24;4;77;51;17;2;27
23:00;30;5;66;28;15;3;34
