CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;12;6;62;16;7;0;12
01:00;14;10;55;13;10;1;15
02:00;7;5;60;12;7;0;8
03:00;8;6;61;11;6;0;7
04:00;8;6;64;10;8;0;8
05:00;11;9;63;10;9;1;12
06:00;14;6;63;12;;2;17
07:00;27;24;50;10;;6;35
08:00;31;24;46;19;11;8;43
09:00;23;9;55;9;;7;34
10:00;20;8;58;18;10;6;29
11:00;20;6;57;18;11;5;28
12:00;20;5;56;13;8;5;29
13:00;21;6;54;16;10;6;31
14:00;29;8;47;21;12;9;43
15:00;30;14;46;25;12;10;45
16:00;41;25;35;34;17;17;68
17:00;59;24;19;41;26;31;107
18:00;88;20;6;76;48;137;298
19:00;82;26;6;74;;124;272
20:00;60;16;15;52;;56;146
21:00;57;14;18;48;32;32;105
22:00;41;10;29;41;28;9;55
23:00;27;7;49;21;11;4;33
