CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;17;4;82;52;26;1;19
01:00;10;5;87;42;25;0;11
02:00;13;;84;;31;1;14
03:00;18;4;69;;38;6;28
04:00;45;3;35;;38;19;74
05:00;25;3;50;;37;9;39
06:00;21;3;52;;37;3;26
07:00;31;3;46;;37;3;35
08:00;27;4;53;;36;3;32
09:00;28;6;52;;37;5;35
10:00;25;6;56;;36;4;32
11:00;21;6;68;;34;3;26
12:00;17;7;82;;37;2;20
13:00;13;8;95;;30;1;15
14:00;10;5;115;;26;1;11
15:00;10;3;121;;;0;10
16:00;11;2;115;54;;0;12
17:00;9;3;117;36;17;0;9
18:00;10;3;112;39;15;0;11
19:00;14;3;104;42;17;0;15
20:00;16;3;100;43;20;0;17
21:00;21;3;87;46;20;0;22
22:00;21;3;80;51;25;1;23
23:00;18;3;82;49;26;1;20
