CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;70;80;12;45;287;456;766
01:00;11;3;;50;42;1;12
02:00;;;;56;48;;
03:00;22;12;;70;55;2;25
04:00;35;30;;82;64;6;43
05:00;38;49;;96;67;16;63
06:00;38;46;;96;69;29;83
07:00;38;46;;;71;38;95
08:00;38;56;;;72;57;123
09:00;32;18;;96;74;39;91
10:00;30;25;;114;96;35;83
11:00;35;54;;140;117;46;105
12:00;35;27;;115;96;25;73
13:00;40;25;21;114;96;21;72
14:00;52;23;17;116;99;27;93
15:00;63;35;11;137;107;43;128
16:00;71;;9;159;126;65;169
17:00;82;35;9;194;145;139;294
18:00;98;38;12;245;179;278;522
19:00;101;41;12;286;217;356;635
20:00;107;57;16;;274;515;884
21:00;100;59;12;;271;523;878
22:00;88;71;13;;263;393;688
23:00;80;77;13;47;276;467;792
