CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;56;11;9;104;82;19;85
01:00;47;11;14;108;80;9;62
02:00;22;3;39;43;33;2;25
03:00;20;3;36;44;36;2;23
04:00;21;4;31;48;40;2;24
05:00;23;5;26;53;43;4;30
06:00;36;5;12;52;45;15;58
07:00;43;5;6;59;48;42;107
08:00;46;7;7;66;48;49;120
09:00;42;9;17;56;34;35;95
10:00;27;10;34;38;27;11;44
11:00;25;9;38;37;25;11;42
12:00;21;9;46;37;26;9;36
13:00;24;7;56;33;18;5;33
14:00;35;11;44;45;24;9;49
15:00;46;;29;43;31;11;63
16:00;59;16;23;50;31;27;100
17:00;49;8;46;45;18;15;73
18:00;34;3;64;25;11;7;44
19:00;50;6;39;47;29;11;67
20:00;60;8;26;62;39;17;85
21:00;49;11;30;72;49;11;66
22:00;64;11;12;84;64;21;97
23:00;64;11;8;103;79;30;109
