CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;47;2;8;30;23;22;82
01:00;39;2;5;24;18;37;95
02:00;10;2;34;17;7;2;14
03:00;11;2;27;12;7;3;15
04:00;20;2;14;14;10;5;29
05:00;15;2;15;18;11;4;22
06:00;19;2;9;16;12;6;29
07:00;21;2;9;19;13;11;38
08:00;19;3;12;17;11;12;38
09:00;11;6;24;18;11;5;20
10:00;11;10;30;11;10;5;19
11:00;11;10;37;10;8;4;17
12:00;10;6;45;10;;3;14
13:00;8;5;56;10;;2;11
14:00;9;4;62;10;5;2;12
15:00;9;4;68;9;3;1;11
16:00;9;2;74;8;6;2;12
17:00;13;;68;9;8;3;17
18:00;9;1;73;8;7;1;11
19:00;23;3;64;9;;2;27
20:00;27;2;54;10;;3;31
21:00;20;1;57;13;10;3;25
22:00;16;1;58;11;9;3;20
23:00;47;1;16;23;13;16;71
