CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;39;2;9;60;43;88;173
01:00;40;1;8;44;37;37;96
02:00;29;1;7;47;31;22;62
03:00;26;1;6;50;27;21;58
04:00;23;2;5;37;20;20;52
05:00;21;1;5;25;20;37;77
06:00;19;1;6;45;23;131;219
07:00;34;2;7;58;31;294;483
08:00;35;3;8;69;36;230;386
09:00;39;2;21;37;31;43;105
10:00;33;3;40;37;31;12;52
11:00;28;3;52;39;26;7;39
12:00;18;3;71;28;21;3;22
13:00;9;3;86;11;6;1;11
14:00;7;3;98;15;5;1;8
15:00;11;3;97;20;7;1;12
16:00;23;3;81;19;;3;28
17:00;35;3;65;26;16;9;48
18:00;45;17;65;29;;8;56
19:00;51;15;57;25;;7;61
20:00;80;5;21;32;22;27;122
21:00;80;;8;50;23;75;195
22:00;71;3;8;64;30;176;340
23:00;56;3;10;62;40;149;284
