CZAS;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5
00:00;20;83;60;43
01:00;22;89;69;49
02:00;15;14;103;71
03:00;14;22;79;65
04:00;14;17;83;56
05:00;4;22;59;45
06:00;5;11;75;56
07:00;8;8;89;62
08:00;6;18;57;45
09:00;11;24;62;49
10:00;18;27;77;63
11:00;21;35;73;58
12:00;15;54;50;41
13:00;9;64;32;25
14:00;9;69;24;22
15:00;10;72;;16
16:00;11;78;;10
17:00;12;84;26;9
18:00;13;86;16;10
19:00;14;81;19;11
20:00;16;63;31;13
21:00;16;51;38;18
22:00;17;63;45;29
23:00;18;79;56;38
