CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;46;9;5;105;75;71;154
01:00;34;7;2;94;60;10;49
02:00;29;5;2;82;55;7;40
03:00;15;4;11;39;18;3;19
04:00;10;3;25;13;6;2;13
05:00;22;3;18;17;11;4;28
06:00;43;4;9;18;11;24;79
07:00;60;4;4;18;10;46;129
08:00;49;3;9;19;11;29;93
09:00;47;3;9;24;15;25;85
10:00;42;4;12;28;18;20;71
11:00;31;4;16;27;19;20;61
12:00;31;6;24;30;12;13;50
13:00;35;6;29;26;14;14;56
14:00;48;9;21;28;17;20;78
15:00;36;8;30;26;11;12;53
16:00;67;7;6;52;26;63;163
17:00;65;8;5;71;47;53;145
18:00;60;7;5;76;49;37;116
19:00;64;9;4;76;51;101;218
20:00;61;9;4;80;59;89;197
21:00;60;9;4;92;55;96;206
22:00;52;9;5;103;70;76;167
23:00;47;10;5;100;71;50;123
