CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;40;23;13;112;93;107;204
01:00;53;13;9;103;84;131;253
02:00;26;11;35;41;33;55;110
03:00;31;11;31;44;35;46;102
04:00;41;9;12;52;47;32;91
05:00;43;8;4;60;48;53;123
06:00;39;9;14;43;31;31;86
07:00;32;10;30;31;22;11;49
08:00;49;9;8;33;23;51;127
09:00;52;8;4;40;29;126;244
10:00;48;14;12;38;28;46;118
11:00;37;17;20;40;30;25;76
12:00;27;15;29;47;35;13;47
13:00;20;11;39;34;24;9;33
14:00;16;4;44;24;17;6;25
15:00;18;4;45;15;14;6;28
16:00;22;5;37;20;13;7;33
17:00;23;7;33;25;15;8;35
18:00;19;7;34;19;16;7;29
19:00;22;10;25;24;19;9;35
20:00;31;11;14;32;24;16;56
21:00;46;13;8;53;42;65;145
22:00;49;14;10;85;66;139;261
23:00;45;19;15;109;87;139;257
