CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;7;2;59;9;9;0;7
01:00;5;2;58;9;8;0;5
02:00;10;7;59;29;14;0;10
03:00;7;5;60;22;14;0;7
04:00;5;2;53;15;14;0;5
05:00;5;2;51;17;12;0;5
06:00;7;2;49;20;11;0;7
07:00;6;2;53;19;11;0;6
08:00;5;1;57;14;11;0;5
09:00;6;1;56;20;11;0;6
10:00;9;6;51;38;17;1;10
11:00;12;11;48;40;20;1;14
12:00;12;7;48;25;19;3;17
13:00;7;2;55;21;14;1;9
14:00;7;2;54;19;16;1;9
15:00;10;3;51;20;15;2;14
16:00;12;3;47;26;14;2;15
17:00;9;2;52;25;15;1;11
18:00;7;2;56;13;12;0;7
19:00;7;2;59;18;12;0;7
20:00;9;2;56;14;12;0;9
21:00;8;2;58;12;10;0;8
22:00;9;2;58;10;8;1;10
23:00;9;2;57;9;8;1;10
