CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;62;3;4;43;24;83;187
01:00;45;3;2;53;35;101;199
02:00;40;1;7;41;25;14;62
03:00;32;1;3;37;24;39;91
04:00;26;2;2;32;21;38;83
05:00;21;1;2;31;20;68;124
06:00;19;2;2;36;20;118;199
07:00;29;3;5;29;19;77;146
08:00;22;2;35;34;11;18;50
09:00;9;4;57;20;9;3;13
10:00;7;4;63;19;7;2;9
11:00;4;3;75;16;5;1;5
12:00;2;3;82;12;3;0;3
13:00;4;6;84;17;6;1;5
14:00;5;7;87;19;7;1;5
15:00;4;5;87;18;4;1;5
16:00;2;3;87;14;4;0;2
17:00;2;3;84;12;6;1;3
18:00;2;3;88;11;5;0;3
19:00;4;3;87;10;5;0;4
20:00;8;3;83;16;5;0;8
21:00;16;5;73;22;13;1;16
22:00;25;5;57;26;20;1;26
23:00;27;3;55;25;15;15;48
