CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;49;34;36;332;311;221;387
01:00;19;13;36;33;23;2;22
02:00;24;9;28;29;20;2;27
03:00;18;7;32;26;26;1;19
04:00;15;;33;25;22;2;17
05:00;16;7;34;27;18;2;20
06:00;21;5;31;25;16;7;33
07:00;29;7;25;27;22;14;51
08:00;37;9;18;33;22;27;79
09:00;32;10;23;30;21;19;62
10:00;29;12;27;34;22;17;55
11:00;27;17;33;31;24;15;51
12:00;27;14;36;29;21;14;48
13:00;30;12;35;28;21;14;52
14:00;34;15;34;28;25;18;63
15:00;32;12;38;32;19;16;57
16:00;52;6;23;31;22;30;99
17:00;74;13;17;89;64;120;258
18:00;95;18;26;190;;287;533
19:00;85;30;30;251;;340;605
20:00;85;27;31;278;;422;729
21:00;75;25;34;311;;368;637
22:00;65;35;35;318;;327;565
23:00;54;53;35;340;22;301;514
