CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;15;1;72;27;25;2;17
01:00;16;1;61;29;27;2;19
02:00;42;1;6;32;27;72;151
03:00;31;1;5;26;27;53;111
04:00;28;1;7;26;18;16;51
05:00;30;1;9;21;18;13;48
06:00;33;;6;23;19;36;86
07:00;33;1;7;29;20;37;89
08:00;29;3;14;25;12;20;60
09:00;26;5;27;27;16;11;42
10:00;15;9;55;14;5;4;21
11:00;10;6;75;16;3;1;12
12:00;8;3;79;14;10;1;10
13:00;7;2;84;14;10;1;8
14:00;8;1;91;16;13;1;9
15:00;7;1;97;15;12;0;7
16:00;6;1;98;14;14;0;7
17:00;7;1;99;16;14;1;7
18:00;6;1;98;12;11;0;6
19:00;8;;97;19;9;0;8
20:00;10;1;96;14;13;0;10
21:00;20;2;95;22;19;2;22
22:00;18;1;96;31;20;1;20
23:00;16;1;83;32;22;2;18
