CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;17;1;19;27;17;1;18
01:00;13;1;20;26;15;1;14
02:00;13;3;8;38;34;2;16
03:00;14;3;7;28;29;2;16
04:00;12;3;7;27;24;2;14
05:00;14;3;5;26;26;2;17
06:00;10;3;7;18;16;1;11
07:00;9;3;7;18;15;1;10
08:00;8;3;9;15;14;2;11
09:00;6;3;11;14;13;3;10
10:00;7;3;13;19;17;4;12
11:00;6;3;16;16;;4;12
12:00;6;4;20;23;15;4;11
13:00;;;28;15;;;
14:00;5;;;17;11;2;6
15:00;4;3;51;16;9;0;5
16:00;4;3;56;15;12;0;4
17:00;5;3;58;13;8;0;5
18:00;9;3;49;17;8;1;10
19:00;18;3;37;13;12;0;18
20:00;28;3;22;26;20;2;30
21:00;27;3;19;27;16;3;31
22:00;22;3;19;29;19;2;25
23:00;18;3;20;30;22;2;21
