CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;56.832;3.64643;2.14946;32.1732;65.6352;52.5;146.292;279.2
01:00;42.4989;3.45092;2.09959;22.6114;38.2108;36.048;65.1939;141.6
02:00;35.7209;3.31816;4.2226;21.0802;36.5145;34.9;31.043;82.8
03:00;27.8186;3.48266;3.85297;13.5393;32.61;31.6;32.5342;77.2
04:00;23.9703;3.30901;4.07353;8.51061;26.4078;24.366;24.3155;60.9
05:00;25.1394;3.1118;3.64183;6.16371;29.6849;23.7;31.2453;72.5
06:00;29.239;3.71856;4.47752;4.44704;29.4237;26.6;48.6392;103.1
07:00;37.2811;4.38703;4.21152;4.27061;36.8382;30.5;84.5075;165.7
08:00;36.7725;4.99437;9.14138;4.81798;38.1092;33.1;61.6867;130.6
09:00;27.8505;5.40192;24.7473;7.29608;44.485;29.4;19.7376;57.8
10:00;26.2048;14.5706;42.2695;12.0519;24.9701;17.6;10.772;42.6
11:00;22.4968;;24.19;14.5941;20.8609;10;6.92605;33
12:00;19.0502;;;16.097;22.4176;9.6;3.95464;25.2
13:00;;2.92343;68.7359;25.3962;15.8498;8;;
14:00;18.4785;2.55825;71.6924;34.9983;14.1828;11.1;3.89687;24.4
15:00;16.8238;1.93145;77.2274;45.4291;23.9943;14.6;3.27615;21.8
16:00;18.7575;1.65409;79.4712;55.4762;15.5662;12.1;3.97828;24.9
17:00;21.6876;2.28727;78.5945;63.1687;17.0294;10;4.38459;28.4
18:00;31.1606;2.25223;69.2025;67.0163;13.2521;10.8;5.75941;40
19:00;36.6435;2.10403;61.7966;72.3886;23.1014;16.7;6.13385;45.9
20:00;63.0307;2.46764;33.1645;67.4856;27.1622;20;11.4156;80.3
21:00;91.638;3.98234;7.67838;59.8534;44.6023;28.6;78.4422;210.8
22:00;87.6542;4.30261;2.48806;51.2029;59.0262;41.5;124.277;276.6
23:00;70.8368;3.77765;2.31183;41.8384;54.9447;47.7;99.1957;221.6
