CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;6;2;43;12;10;0;6
01:00;4;2;38;8;10;0;4
02:00;23;1;4;16;13;3;29
03:00;21;1;5;12;10;4;28
04:00;17;1;12;16;13;0;19
05:00;18;2;10;20;14;4;24
06:00;19;2;3;21;13;39;80
07:00;16;3;3;18;14;87;149
08:00;20;5;14;14;13;32;70
09:00;19;8;19;19;12;16;44
10:00;17;15;28;20;9;14;40
11:00;10;12;49;13;8;5;18
12:00;10;4;53;16;9;5;18
13:00;11;4;51;25;13;5;18
14:00;9;6;57;21;11;4;17
15:00;12;12;59;21;9;5;20
16:00;12;11;61;26;10;5;20
17:00;17;6;50;18;10;5;26
18:00;22;11;49;21;13;5;30
19:00;16;3;58;19;12;5;24
20:00;12;3;58;19;10;2;16
21:00;10;3;60;24;9;2;13
22:00;7;2;60;22;9;0;8
23:00;6;2;54;22;;1;8
