CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;20;5;3;3;83;55;38;77
01:00;18;4;16;8;55;;0;18
02:00;13;3;21;10.25;52;;0;13
03:00;14;4;22;12.5;49;;0;14
04:00;15;4;22;14.375;52;;0;15
05:00;17;3;19;15.5;47;;0;17
06:00;19;3;15;16.75;50;;0;19
07:00;;;7;16.75;44;;;
08:00;23;3;;17.4286;41;;10;38
09:00;16;3;4;15.7143;34;;12;34
10:00;15;3;4;13.2857;29;;13;34
11:00;14;4;5;10.8571;26;;14;35
12:00;14;4;5;8.42857;23;;15;36
13:00;14;4;5;6.42857;21;;13;34
14:00;14;4;5;5;19;17;12;32
15:00;15;3;4;4.57143;16;15;13;34
16:00;15;3;4;4.5;21;14;14;36
17:00;17;4;3;4.375;20;17;15;40
18:00;18;4;3;4.25;25;20;19;46
19:00;19;3;3;4;36;21;24;55
20:00;18;4;3;3.75;37;33;23;52
21:00;18;4;3;3.5;40;28;26;58
22:00;19;5;3;3.25;55;32;25;57
23:00;20;5;3;3.125;76;42;35;73
