CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;69;1;7;52;32;74;181
01:00;57;1;6;53;34;81;180
02:00;44;2;4;40;29;81;166
03:00;36;1;4;28;23;32;84
04:00;31;1;3;26;23;38;87
05:00;29;1;3;24;23;48;102
06:00;32;2;4;42;24;124;220
07:00;38;1;4;45;26;117;217
08:00;48;1;9;50;26;64;146
09:00;53;3;20;71;29;32;101
10:00;47;13;45;70;33;11;63
11:00;36;24;69;60;32;6;44
12:00;18;;87;34;23;2;22
13:00;8;4;103;18;15;0;8
14:00;8;5;107;15;10;0;8
15:00;7;5;113;16;8;0;7
16:00;11;9;112;19;10;1;12
17:00;9;8;113;15;10;0;9
18:00;7;5;122;15;9;0;7
19:00;11;6;122;13;8;0;11
20:00;17;7;110;18;7;1;18
21:00;75;7;39;40;18;34;126
22:00;102;5;6;56;25;120;284
23:00;90;3;7;55;25;135;295
