CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
23:00;6.15505;2.22246;69.1518;55.5226;13.0437;8.40448;2.71292;10.2087
00:00;2.3337;2.10983;71.738;57.7036;13.2365;5.16411;1.89475;5.15199
01:00;3.16199;2.01732;73.4577;60.1297;14.2249;4.77333;1.14378;4.82405
02:00;2.29362;2.01678;74.0422;63.6162;8.59588;3;0.985479;3.70925
03:00;1.58193;1.86409;75.5174;67.4759;7.5608;3;1.0267;3.05545
04:00;1.0795;1.69452;77.142;70.9779;8.53894;3;0.640476;1.97464
05:00;3.48462;1.95869;72.1589;72.1119;4.36118;3;1.86808;6.2498
06:00;13.7377;2.35385;61.3283;71.817;6.9965;3;5.06698;21.4311
07:00;29.8893;2.82166;46.7474;69.0165;9.63665;6.17806;8.3788;42.6182
08:00;55.5016;3.45568;24.605;63.1249;11.9761;7.15297;39.0131;115.241
09:00;86.2131;5.46296;4.56983;54.5139;41.5744;16.5233;130.813;286.74
10:00;82.2102;7.06384;10.5669;46.5795;52.9892;17.708;121.933;269.095
11:00;40.7936;4.17807;29.5306;40.8311;18.7338;7.49553;14.1278;62.3511
12:00;42.6727;4.98464;24.6877;34.2743;15.224;15.0215;19.5672;72.5845
13:00;49.9717;5.56235;18.1011;27.5171;19.4824;16.0317;20.2745;80.9554
14:00;26.0074;2.31544;33.1307;23.9924;3;6.45134;7.93577;38.0798
15:00;26.5093;2.57541;33.949;22.3926;7.1426;9.56991;12.6605;45.8303
16:00;41.3316;2.91449;22.5381;22.1342;21.5677;10.0566;21.1224;73.6234
17:00;49.5904;4.25639;13.3711;23.2344;24.248;18.9856;26.7665;90.5361
18:00;48.2344;5.13916;13.4994;23.601;36.3853;23.2179;26.6955;89.0665
19:00;41.0018;4.91731;25.0691;23.0433;24.5651;15.0064;19.8883;71.4039
20:00;31.3887;4.53143;37.1809;24.6049;17.9488;17.8235;12.4551;50.3931
21:00;24.7078;4.72892;40.7379;27.4345;13.8615;15.0486;9.28807;38.8489
22:00;25.3011;4.95214;41.8171;28.5203;15.6409;17.4083;7.21459;36.2693
23:00;23.7168;5.72585;35.6238;28.7297;28.7584;32.1572;9.07331;37.5429
00:00;19.7738;5.43327;34.7188;30.2523;27.4706;23.9007;5.59765;28.267
