CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;54;16;11;100;74;25;91
01:00;41;17;8;95;84;34;93
02:00;36;20;7;78;70;33;86
03:00;29;15;6;52;51;7;40
04:00;26;13;7;54;46;5;34
05:00;35;16;4;56;49;35;87
06:00;39;;4;58;45;102;194
07:00;46;14;5;57;47;210;367
08:00;71;14;6;62;49;310;537
09:00;116;15;8;85;62;531;843
10:00;79;19;6;85;64;240;445
11:00;54;;9;62;46;68;158
12:00;33;;9;85;71;47;105
13:00;;19;20;84;73;;
14:00;45;17;20;77;67;26;85
15:00;58;12;11;66;58;55;141
16:00;61;8;7;77;59;67;163
17:00;56;5;7;;49;41;119
18:00;50;3;9;;43;39;110
19:00;44;6;13;43;40;22;77
20:00;40;5;23;32;31;16;65
21:00;40;5;23;47;42;13;59
22:00;56;7;12;78;63;38;113
23:00;47;10;18;78;64;24;84
