CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;27;3;23;11;6;3;29
01:00;21;3;22;11;9;2;23
02:00;8;3;61;12;3;1;9
03:00;7;;52;9;3;1;8
04:00;7;1;45;8;3;1;8
05:00;9;1;33;5;5;1;11
06:00;9;1;31;3;3;2;11
07:00;12;1;30;4;3;2;14
08:00;13;1;28;8;3;3;17
09:00;14;3;28;8;3;3;18
10:00;15;3;33;9;6;3;18
11:00;16;3;39;8;;3;20
12:00;12;3;41;15;7;2;15
13:00;17;3;41;12;7;3;20
14:00;14;3;40;10;7;2;17
15:00;11;3;46;9;7;2;13
16:00;13;3;48;7;6;2;14
17:00;12;3;50;10;7;1;13
18:00;15;3;47;16;7;1;16
19:00;16;3;45;20;6;1;17
20:00;19;3;39;18;7;1;20
21:00;32;3;24;11;7;2;35
22:00;32;3;23;14;7;2;35
23:00;26;3;26;13;6;2;29
