CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;11.0125;2.44425;38.8236;59.38;11.6476;10.2;0.870131;12.4
01:00;10.9381;2.41379;38.6177;53.8922;16.0187;11.7;1.06411;12.6
02:00;25.8972;3.52312;2.05554;3.7451;32.5566;31.6;90.2877;163.2
03:00;23.2153;3.42451;1.71298;2.55942;28.5251;26.6;74.4844;136.4
04:00;18.334;3.48463;1.55714;2.24626;20.1924;19.69;80.0145;139.9
05:00;19.6109;4.21883;2.00313;2.10787;28.7221;24.7;118.397;199.6
06:00;28.8156;4.31712;2.05855;2.01503;41.6755;27.3;118.292;208.6
07:00;30.3657;2.91492;3.71029;2.13725;29.1206;22;41.4531;93.5
08:00;26.2336;2.62276;10.6967;3.20841;26.0756;14.5;12.9574;46
09:00;21.3082;2.80426;18.4012;5.27444;30.4794;18.2;10.0134;36.5
10:00;16.201;2.93184;25.0922;8.15402;38.1444;25.2;9.03904;29.9
11:00;11.7485;2.82918;33.7278;12.1559;27.5317;16.1;6.04345;20.8
12:00;7.82576;2.8475;50.7418;18.304;30.7531;12.5;2.6336;11.8
13:00;7.57601;2.55303;62.0131;25.8052;31.7578;14;1.91761;10.5
14:00;7.68388;3.76375;73.7615;34.7681;30.8801;12.3;1.73437;10.3
15:00;8.37947;2.89883;80.3349;44.3461;26.4502;14.1;1.08524;10.1
16:00;13.7688;2.98229;77.4498;52.6903;37.2356;13.1;1.82859;16.5
17:00;11.4036;3.38194;82.52;60.7051;35.1028;15.6;1.48497;13.7
18:00;12.1034;2.7881;79.6885;67.5297;31.6176;13.3;1.05684;13.8
19:00;10.5603;2.41992;74.5236;72.6292;25.5697;3.9;0.7676;11.8
20:00;12.7108;2.43152;63.2977;74.1986;31.241;3.9;0.948069;14.1
21:00;13.6652;2.4383;54.2413;73.2272;18.9594;3.9;0.915508;15.1
22:00;16.2291;2.37351;45.1207;69.6471;19.6253;8.7;1.12646;17.9
23:00;14.8183;2.30575;36.8243;64.2082;16.4799;13.6;1.30866;16.8
