CZAS;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5
00:00;4;27;39;29
01:00;4;13;41;33
02:00;4;52;30;23
03:00;4;48;21;17
04:00;3;47;20;15
05:00;4;42;23;15
06:00;3;39;25;18
07:00;3;40;20;15
08:00;4;42;24;15
09:00;4;42;26;16
10:00;4;46;26;17
11:00;4;58;29;17
12:00;3;66;24;17
13:00;4;84;27;16
14:00;4;77;24;14
15:00;4;80;25;12
16:00;4;82;21;14
17:00;3;78;23;16
18:00;4;53;35;23
19:00;4;48;34;23
20:00;4;45;37;24
21:00;4;41;43;28
22:00;4;38;39;32
23:00;4;21;39;29
