CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;25.4248;12.0527;3.29902;3.54895;94.9169;67.106;7.69365;37.1
01:00;38.2975;17.8024;3.98603;4.92937;120.993;94.9085;19.3309;67.6
02:00;28.4984;15.8787;6.973;4.96022;120.158;93.4084;4.43603;35.2
03:00;32.0137;17.0977;5.06765;4.9896;124.001;91.7083;6.31786;41.6
04:00;31.0319;16.6835;4.81306;4.96359;135.013;92.3083;6.08112;40.3
05:00;31.2352;14.8592;4.80123;4.97626;137.929;96.3087;5.06509;39
06:00;30.1926;15.0105;3.6803;4.89436;160.045;108.91;8.64574;43.3
07:00;29.7831;14.0258;4.08437;4.84098;125.504;91.1082;6.78576;40.1
08:00;33.5614;13.4994;3.0814;4.56088;124.443;91.0082;17.0254;59.4
09:00;32.956;14.8907;4.11688;4.57724;137.685;90.3081;24.3456;69.9
10:00;27.8201;18.4429;5.14701;4.34899;110.487;80.5072;18.9655;56.7
11:00;26.2751;17.9511;6.25802;4.49778;109.341;80.7073;19.5658;56.1
12:00;23.2961;16.9458;8.70551;4.98434;103.133;77.1069;18.0597;50.8
13:00;25.88;19.332;9.17959;5.53163;108.584;78.5071;19.2745;55.2
14:00;31.2368;20.8824;7.15357;5.96579;114.676;79.8072;19.677;61.1
15:00;35.6928;20.6587;5.47234;6.13929;126.016;88.0079;24.2496;72.5
16:00;37.4938;21.1241;4.21159;6.28056;115.047;83.2075;25.5063;76.3
17:00;33.6873;15.9128;3.70337;6.22888;92.2547;71.5064;12.594;52.9
18:00;34.9429;15.254;3.10632;5.97379;96.3447;72.3065;20.7321;66.4
19:00;34.185;20.2175;3.97621;5.68856;120.302;82.4074;26.0209;73.7
20:00;30.9408;17.4449;3.22002;5.00288;130.625;94.1085;18.2299;58.6
21:00;29.0219;17.2198;3.78505;4.32856;119.756;91.8083;21.0417;60.9
22:00;24.8252;12.268;3.62225;3.88714;108.169;71.7065;8.56728;37.9
23:00;24.6234;11.5401;3.67936;3.66302;86.3888;59.2053;5.49546;33
