CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;66;16;6;170;132;178;335
01:00;55;31;2;176;137;20;84
02:00;49;25;3;161;125;8;61
03:00;44;14;2;150;117;49;118
04:00;37;11;1;139;108;59;127
05:00;29;9;1;131;102;101;182
06:00;26;8;1;125;98;129;222
07:00;28;12;2;126;98;102;182
08:00;33;16;6;129;100;52;112
09:00;26;11;34;105;82;10;40
10:00;24;8;50;78;61;9;37
11:00;45;;39;70;55;22;78
12:00;25;;72;65;52;8;37
13:00;6;9;103;39;32;1;7
14:00;4;5;108;30;24;0;4
15:00;4;4;109;29;23;0;4
16:00;4;4;111;27;22;0;4
17:00;4;4;110;26;21;0;4
18:00;15;9;93;27;22;0;15
19:00;22;6;80;35;28;0;22
20:00;27;8;69;56;44;0;27
21:00;62;15;41;110;86;91;200
22:00;71;16;28;137;107;134;274
23:00;72;20;8;164;128;172;333
