CZAS;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5
00:00;7;4;124;77
01:00;5;3;107;74
02:00;3;;26;21
03:00;3;49;24;23
04:00;3;8;33;27
05:00;3;2;38;26
06:00;4;2;42;31
07:00;4;3;55;37
08:00;8;5;52;38
09:00;9;10;59;37
10:00;8;;50;35
11:00;7;37;34;24
12:00;5;56;34;22
13:00;5;64;30;23
14:00;5;75;32;22
15:00;2;89;28;18
16:00;2;95;25;21
17:00;2;96;22;19
18:00;3;93;26;14
19:00;2;90;31;14
20:00;;70;53;31
21:00;3;58;55;31
22:00;4;49;65;49
23:00;6;11;119;75
