CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;46;3;11;48;31;9;59
01:00;32;2;24;35;22;9;44
02:00;28;1;55;19;9;8;40
03:00;22;1;55;16;8;7;33
04:00;24;;53;13;6;7;35
05:00;20;1;48;20;9;7;30
06:00;24;2;42;26;12;8;36
07:00;26;1;47;20;16;8;39
08:00;30;2;42;29;19;10;44
09:00;29;2;28;19;15;12;48
10:00;31;1;28;15;4;15;53
11:00;32;1;24;16;4;17;57
12:00;34;2;21;16;6;19;63
13:00;28;1;29;17;9;17;53
14:00;30;1;29;23;9;17;55
15:00;28;1;34;23;10;14;50
16:00;29;1;41;18;11;13;49
17:00;26;2;52;22;14;11;42
18:00;38;3;46;26;13;16;61
19:00;29;3;62;24;14;9;43
20:00;28;3;53;30;16;7;38
21:00;35;3;35;38;17;8;47
22:00;36;3;31;32;23;7;46
23:00;47;4;14;50;30;10;63
