CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;77;3;8;84;65;106;238
01:00;60;3;9;78;50;80;182
02:00;38;5;5;56;38;68;141
03:00;36;5;6;47;29;21;68
04:00;36;5;5;37;26;17;61
05:00;33;;5;38;26;24;68
06:00;32;3;4;46;27;85;162
07:00;40;3;7;43;26;79;160
08:00;52;3;19;44;24;50;128
09:00;42;13;45;46;21;18;68
10:00;36;7;66;47;20;11;53
11:00;21;9;92;32;13;5;28
12:00;24;14;98;34;14;5;30
13:00;27;13;105;34;16;4;33
14:00;18;12;115;31;14;2;21
15:00;15;12;120;34;10;2;17
16:00;14;8;118;32;12;1;16
17:00;12;8;120;27;13;1;13
18:00;12;6;118;27;10;1;13
19:00;14;5;115;31;9;1;15
20:00;20;4;107;28;13;1;20
21:00;32;2;87;31;14;2;34
22:00;98;2;20;59;35;67;200
23:00;96;2;9;79;59;125;287
