CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;60;31;3;183;142;37;115
01:00;14;5;20;31;25;0;14
02:00;16;5;18;31;25;0;16
03:00;9;5;24;29;23;0;9
04:00;5;4;27;21;17;0;5
05:00;7;5;33;20;16;0;7
06:00;11;5;29;21;17;0;11
07:00;9;4;29;18;15;0;9
08:00;12;4;24;23;19;2;14
09:00;13;6;30;30;24;3;17
10:00;12;6;34;27;21;2;15
11:00;10;5;31;30;24;2;13
12:00;9;3;29;44;35;2;12
13:00;11;4;41;50;40;2;14
14:00;7;3;59;53;42;1;9
15:00;7;3;72;54;42;1;9
16:00;9;7;80;58;46;1;10
17:00;18;12;76;62;49;2;20
18:00;17;9;77;60;47;0;17
19:00;86;8;15;108;84;129;282
20:00;104;20;5;167;129;207;418
21:00;83;29;6;200;155;108;246
22:00;81;31;6;210;163;118;260
23:00;71;31;4;200;155;76;187
