CZAS;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5
00:00;5;29;42;41
01:00;11;55;28;26
02:00;8;29;36;29
03:00;7;42;29;24
04:00;7;29;32;29
05:00;8;7;39;34
06:00;8;10;35;32
07:00;8;3;40;32
08:00;8;5;40;30
09:00;9;4;50;32
10:00;7;27;39;27
11:00;;21;36;25
12:00;5;35;33;24
13:00;4;45;30;24
14:00;3;;32;24
15:00;3;;35;23
16:00;13;40;35;24
17:00;10;40;39;27
18:00;6;40;52;32
19:00;5;36;64;37
20:00;5;32;50;35
21:00;;18;59;43
22:00;6;17;72;49
23:00;5;28;58;48
