CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
23:00;59.9417;15.1339;4.04376;3.37384;172.611;146.7;270.771;471.5
00:00;46.1734;12.0352;3.01423;3.27374;162.75;136.4;207.04;360.8
01:00;34.2559;9.55849;2.02096;3.35304;128.712;125.5;107.754;198.2
02:00;32.918;9.35413;2.43152;3.30635;82.5839;80.8;52.104;112.1
03:00;28.4709;7.58263;8.2905;3.87043;56.5963;52.9;7.72915;40.2
04:00;17.4332;5.35699;17.9612;5.60079;43.7204;26.3;3.91012;23.3
05:00;12.6794;5.0258;27.4697;8.59227;18.3893;16.2;4.66645;19.8
06:00;9.52983;4.32394;42.2926;13.4406;3;3;3.02689;14.1
07:00;14.345;3.81663;37.0262;17.5634;5.55629;5.442;4.48394;21.1
08:00;17.2281;4.8777;41.1324;22.3281;14.9433;4.9;5.34163;25.3
09:00;20.1761;5.07782;44.7679;27.6715;15.2824;7.2;6.5674;30.2
10:00;20.3654;6.22829;43.3217;32.7828;14.2017;12.1;8.44967;33.2
11:00;20.4221;6.56236;43.3631;37.1669;14.57;11.6;8.88862;33.9
12:00;15.2435;4.78402;53.5874;41.6201;15.577;12;6.5633;25.2
13:00;14.418;4.41025;56.3935;45.2356;22.7429;6.9;6.59168;24.4
14:00;16.7905;5.58289;51.9577;46.4437;16.5453;7.8;7.57814;28.4
15:00;20.314;7.15719;47.2842;47.726;18.0463;7.5;7.70505;32
16:00;22.44;5.28994;45.3439;48.2524;19.8164;16;7.29402;33.5
17:00;21.986;5.67934;45.3027;48.3193;23.0438;17.6;7.59122;33.6
18:00;23.0184;6.83998;46.6326;48.7331;23.3416;21.6;7.19267;33.9
19:00;34.2091;14.112;33.2681;47.4713;35.8446;24.2;9.68154;48.9
20:00;28.4849;6.96409;38.0293;45.5265;28.0661;20.6;8.54113;41.4
21:00;23.9496;6.82783;40.9128;43.5914;21.9497;18.3;6.5312;33.8
22:00;18.4323;7.39267;43.6115;42.5481;26.7536;15.7;5.65941;27.1
23:00;13.9658;5.85053;49.5852;42.8358;19.7313;14.1;3.96269;20.1
00:00;12.8465;6.07654;53.7578;43.8875;18.3659;11.6;2.94459;17.2
