CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;13;2;46;43;27;0;13
01:00;8;2;41;36;25;0;8
02:00;4;2;51;40;24;0;4
03:00;3;2;48;34;23;0;3
04:00;5;2;39;30;22;0;5
05:00;9;2;32;28;22;0;9
06:00;10;3;29;29;19;0;10
07:00;19;3;18;31;20;1;20
08:00;29;3;10;33;23;9;43
09:00;18;2;24;32;17;6;27
10:00;14;2;29;34;20;5;22
11:00;12;2;37;40;19;5;19
12:00;7;2;50;45;23;1;9
13:00;5;2;63;42;24;0;5
14:00;5;2;73;48;23;0;5
15:00;6;2;83;41;19;0;6
16:00;6;2;90;36;21;0;6
17:00;10;2;90;39;19;0;10
18:00;15;2;83;43;18;0;15
19:00;25;3;68;48;23;0;25
20:00;52;3;38;53;23;12;69
21:00;40;2;39;56;30;0;40
22:00;33;3;44;53;35;0;33
23:00;22;3;50;48;28;0;22
