CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;56;3;40;33;20;13;76
01:00;15;1;84;19;15;1;17
02:00;33;2;;39;32;15;56
03:00;27;2;;37;26;3;32
04:00;28;2;;32;27;3;33
05:00;32;;;31;22;16;56
06:00;33;2;;32;25;36;89
07:00;40;3;;41;31;61;133
08:00;43;5;41;42;26;32;92
09:00;32;10;28;32;22;12;50
10:00;22;10;48;29;20;6;32
11:00;20;9;84;23;14;3;24
12:00;14;5;101;24;11;2;17
13:00;14;3;108;24;11;2;18
14:00;14;2;116;21;13;1;16
15:00;18;1;115;18;9;2;22
16:00;16;1;117;14;9;2;19
17:00;16;1;120;17;8;1;18
18:00;27;1;117;16;8;3;32
19:00;25;1;116;20;9;2;27
20:00;35;1;96;17;10;2;39
21:00;72;1;48;41;15;8;84
22:00;108;1;5;58;27;38;165
23:00;92;2;6;51;28;26;132
