CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;25;5;60;44;23;1;27
01:00;19;4;66;35;19;1;20
02:00;47;8;5;94;70;22;81
03:00;40;6;4;84;66;17;67
04:00;41;8;5;75;64;17;67
05:00;38;7;5;84;58;24;75
06:00;50;6;3;75;49;67;152
07:00;58;9;4;91;54;115;233
08:00;75;13;4;120;57;164;326
09:00;74;15;5;95;61;112;245
10:00;51;23;21;101;63;18;78
11:00;61;;19;112;69;29;104
12:00;44;;38;88;55;16;68
13:00;26;18;62;65;45;5;34
14:00;22;14;67;55;41;4;28
15:00;26;11;69;55;34;4;32
16:00;25;8;75;46;23;5;32
17:00;17;4;86;29;10;2;20
18:00;16;2;95;17;7;2;20
19:00;18;2;97;20;7;1;20
20:00;21;2;89;40;9;1;22
21:00;;;66;54;25;;
22:00;30;4;;50;17;1;32
23:00;20;3;70;42;18;1;21
