CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;11;1;80;25;9;1;13
01:00;17;7;69;41;19;1;19
02:00;50;4;3;38;25;26;89
03:00;42;3;3;36;24;31;89
04:00;41;3;3;29;23;13;62
05:00;30;3;23;30;16;6;39
06:00;43;3;13;31;16;15;66
07:00;;;13;41;20;;
08:00;34;;;46;23;13;54
09:00;31;6;49;47;23;10;46
10:00;32;7;57;49;24;9;47
11:00;26;6;77;48;24;6;35
12:00;22;7;101;47;26;3;28
13:00;17;4;121;46;25;2;20
14:00;15;2;131;36;25;2;18
15:00;14;1;123;36;18;1;17
16:00;14;1;122;33;13;2;17
17:00;11;2;132;33;20;1;12
18:00;18;5;115;31;18;2;21
19:00;14;2;110;31;15;1;16
20:00;15;4;105;30;12;1;18
21:00;16;2;104;33;14;1;18
22:00;16;2;94;32;12;1;19
23:00;12;1;87;30;11;1;15
