CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;19;1;65;21;15;2;21
01:00;16;1;57;24;14;2;19
02:00;11;2;58;11;6;2;14
03:00;10;1;57;10;4;2;12
04:00;11;1;53;16;6;2;14
05:00;12;1;54;15;7;2;14
06:00;14;1;58;14;6;4;19
07:00;18;1;57;11;5;5;25
08:00;24;1;53;9;5;6;33
09:00;24;1;56;10;7;6;33
10:00;25;1;59;9;6;6;34
11:00;25;1;61;10;4;6;34
12:00;25;;60;11;6;5;33
13:00;23;2;55;19;10;6;49
14:00;24;1;47;22;14;7;35
15:00;27;1;56;24;13;6;36
16:00;30;1;60;22;15;6;39
17:00;35;1;56;26;15;7;45
18:00;34;1;55;19;13;8;45
19:00;34;1;51;19;10;9;47
20:00;30;1;55;21;12;7;39
21:00;23;1;59;18;10;4;28
22:00;22;1;55;23;14;3;26
23:00;21;1;62;28;13;4;25
