CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;48;3;2;33;27;115;223
01:00;35;3;2;30;24;95;179
02:00;25;2;2;24;20;18;52
03:00;28;3;2;23;20;21;59
04:00;24;2;2;32;18;24;60
05:00;25;3;2;32;22;39;84
06:00;25;3;2;37;23;57;111
07:00;30;4;5;37;22;42;94
08:00;39;6;8;31;15;47;110
09:00;31;9;35;19;9;21;62
10:00;12;8;60;13;8;3;16
11:00;18;9;55;16;13;4;23
12:00;17;8;57;22;19;4;22
13:00;14;6;59;22;14;2;17
14:00;12;6;69;16;7;2;14
15:00;13;4;77;15;11;4;18
16:00;10;3;76;11;10;2;13
17:00;20;3;64;10;8;4;26
18:00;20;2;63;10;9;5;27
19:00;21;2;62;8;7;5;28
20:00;16;2;67;14;9;1;18
21:00;20;2;57;16;13;0;20
22:00;46;3;24;22;;35;99
23:00;70;4;2;37;25;188;355
