CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;63;4;2;38;26;57;149
01:00;52;3;1;41;29;47;123
02:00;39;1;8;19;15;9;52
03:00;31;1;16;20;14;5;39
04:00;10;2;44;21;13;0;10
05:00;24;1;11;16;12;5;31
06:00;19;1;25;20;15;14;41
07:00;6;1;47;20;18;0;6
08:00;7;2;38;18;13;3;11
09:00;7;3;46;19;16;3;12
10:00;3;5;69;23;21;1;5
11:00;2;3;70;14;10;1;3
12:00;2;3;76;10;7;1;3
13:00;1;2;87;8;5;0;1
14:00;3;1;91;6;4;0;3
15:00;3;1;92;7;5;0;3
16:00;2;1;93;8;6;0;2
17:00;2;1;96;6;4;0;2
18:00;3;1;95;5;4;0;3
19:00;4;1;93;8;6;0;4
20:00;13;2;77;8;3;0;13
21:00;72;3;17;22;14;40;133
22:00;45;3;36;22;16;17;71
23:00;59;3;13;28;21;22;92
