CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;21;3;25;11;9;4;26
01:00;23;3;17;26;15;3;28
02:00;21;1;37;15;11;2;24
03:00;17;1;36;14;11;3;20
04:00;12;1;32;20;15;1;15
05:00;27;2;15;25;15;4;33
06:00;35;1;20;18;13;5;44
07:00;;;31;14;11;;
08:00;51;7;32;13;12;17;76
09:00;45;10;40;18;12;11;62
10:00;36;11;50;19;12;9;49
11:00;22;;74;17;13;7;32
12:00;16;;40;21;12;4;22
13:00;17;5;35;16;;4;22
14:00;22;4;35;13;8;4;29
15:00;35;3;32;9;7;6;45
16:00;39;4;34;9;8;7;50
17:00;37;4;25;12;11;9;51
18:00;31;3;20;7;6;10;45
19:00;31;3;21;10;6;10;46
20:00;32;3;24;15;8;7;42
21:00;29;3;26;14;5;6;37
22:00;27;3;27;13;4;5;35
23:00;21;3;32;9;5;4;26
