CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;55;1;13;27;21;16;80
01:00;47;1;11;27;19;11;65
02:00;41;2;4;44;32;35;94
03:00;31;2;3;39;28;52;111
04:00;22;1;11;34;24;7;33
05:00;26;1;10;29;21;7;36
06:00;35;2;4;36;20;31;82
07:00;36;2;4;47;28;115;212
08:00;52;3;4;58;35;207;370
09:00;59;3;14;48;27;88;193
10:00;32;2;64;30;14;8;44
11:00;26;3;89;25;14;4;32
12:00;20;9;107;29;14;3;24
13:00;16;11;122;25;14;1;19
14:00;15;9;123;22;18;1;17
15:00;28;;98;29;23;2;32
16:00;36;5;91;40;24;4;42
17:00;21;3;131;45;21;2;24
18:00;22;3;126;38;15;1;24
19:00;31;3;97;28;13;4;37
20:00;28;1;87;30;15;2;31
21:00;37;1;67;26;17;4;43
22:00;39;1;56;22;16;5;47
23:00;51;1;35;24;16;6;61
