CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;24.4019;2.14042;47.3006;58.6642;19.4276;7.5;2.43131;28
01:00;47.6624;2.74364;13.4232;53.2035;23.0575;18.4;46.1078;117.8
02:00;4.08018;2.23082;83.0652;49.9033;15.5102;14;1.0373;5.6
03:00;5.09868;2.3677;73.3633;51.7503;10.3494;7.5;1.10845;6.8
04:00;7.05047;2.36466;53.1809;54.495;15.5615;7.5;1.42643;9.2
05:00;8.94859;2.0301;47.8139;58.5741;13.9079;7.5;1.38971;11
06:00;10.4104;2.16487;47.0252;60.139;19.7495;13.8;1.9287;13.3
07:00;24.4545;2.64144;30.6604;57.5062;18.043;17.6;3.60764;30
08:00;56.7922;3.19235;6.37581;51.2735;25.5868;22.8;65.3075;156.1
09:00;63.5339;3.21208;9.03122;43.8145;31.0857;30.045;89.6718;199.8
10:00;23.1967;2.1979;51.0852;39.817;25.1296;7.5;7.85645;35.2
11:00;7.90441;2.32356;77.7189;40.3614;19.168;7.5;2.29344;11.4
12:00;7.13974;2.36906;83.9588;44.2087;19.7482;7.5;2.0004;10.1
13:00;13.653;2.19934;78.4918;48.0434;28.2485;8.2;3.49922;19
14:00;15.7637;1.90264;79.8245;52.1433;17.908;7.5;3.52208;21.1
15:00;27.3372;2.51153;68.8553;56.9177;17.7353;7.5;4.72784;34.4
16:00;28.6934;1.83242;66.6226;64.4485;24.2294;13.7;4.39588;35.4
17:00;39.479;2.36442;57.1082;70.4582;17.6227;10.7;6.60167;49.5
18:00;37.2079;2.48927;59.4236;71.5005;20.5303;7.5;4.90141;44.6
19:00;25.2048;2.29714;67.8687;70.2692;25.1893;7.5;1.98446;28.2
20:00;26.7432;2.20287;61.2276;67.4278;23.9802;13.2;1.41604;28.8
21:00;23.0033;2.23758;56.9992;64.7412;27.2496;16.3;1.5203;25.3
22:00;15.9507;1.8584;67.0892;63.1493;19.9165;7.5;1.24596;17.8
23:00;21.3114;1.92533;52.2962;61.0794;16.9172;7.5;2.66339;25.4
