CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;13;3;57;9;6;0;13
01:00;8;2;62;8;6;0;8
02:00;20;2;29;8;5;1;21
03:00;23;2;24;9;5;1;24
04:00;26;2;16;9;5;2;29
05:00;32;2;8;13;4;6;41
06:00;35;3;2;23;5;38;93
07:00;31;3;4;17;6;34;82
08:00;17;2;20;17;6;12;35
09:00;13;2;30;13;10;8;25
10:00;15;2;30;16;10;7;25
11:00;10;2;37;14;10;5;17
12:00;10;3;49;10;6;3;15
13:00;10;2;62;8;3;3;14
14:00;11;2;73;10;3;2;13
15:00;14;2;79;10;4;2;16
16:00;12;2;89;13;4;1;14
17:00;13;2;95;18;4;0;13
18:00;28;2;77;16;6;2;31
19:00;25;2;81;14;10;2;27
20:00;22;2;81;15;4;1;23
21:00;29;2;68;12;4;1;30
22:00;22;2;68;11;4;1;23
23:00;17;2;64;14;5;0;17
