CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;10.3685;5.50421;75.7701;78.8766;50.016;15.75;1.30381;12.4
01:00;7.06641;5.31162;77.0752;77.4363;26.7511;15.75;0.805357;8.3
02:00;30.0957;15.9334;35.8757;30.5499;27.7314;27.4404;1.29936;32.1
03:00;21.1084;13.6602;43.5259;26.9843;26.2308;25.9398;0.815454;22.3
04:00;28.7524;12.3511;32.6715;24.0316;33.1079;32.8169;2.34615;32.3
05:00;27.2172;14.8799;35.2805;22.9317;37.7393;37.4483;2.34228;30.8
06:00;32.9753;15.6295;29.1281;24.7324;39.5477;39.2567;7.60012;44.5
07:00;33.613;15.957;34.9973;28.2859;33.1178;32.8268;7.89732;45.6
08:00;35.5159;18.1038;30.083;31.4735;38.5672;38.2762;14.054;56.9
09:00;38.7903;17.1987;32.8549;34.3021;29.1617;28.8707;14.9529;61.5
10:00;29.3003;14.3519;42.238;35.0974;20.1607;19.8697;9.10968;43.1
11:00;25.9801;12.0602;48.1305;35.673;23.7952;23.5042;8.6088;39.1
12:00;17.3483;10.7595;62.6818;39.4243;31.4222;15.75;4.84252;24.7
13:00;11.8234;5.44718;77.6764;44.7238;16.9372;15.75;2.80402;16.1
14:00;12.6455;5.42561;83.8504;51.564;18.7245;15.75;2.4171;16.3
15:00;12.9255;5.33318;85.5212;57.8795;25.4327;15.75;2.38142;16.5
16:00;14.3262;5.41946;89.9097;65.3579;63.2393;15.75;2.77873;18.5
17:00;17.6793;7.04319;88.5974;72.3257;167.816;69.9484;3.909;23.6
18:00;17.5364;8.02882;87.9429;78.0388;240.904;61.236;2.71569;21.7
19:00;18.2415;7.36481;85.616;82.7245;174.724;53.6833;2.32739;21.8
20:00;22.5442;6.08774;75.1511;84.2831;121.004;15.75;1.53762;24.9
21:00;25.6709;7.16973;69.9043;83.3116;109.665;51.4865;1.97268;28.7
22:00;20.1147;7.68403;71.5113;81.7692;91.5905;32.4543;2.02569;23.2
23:00;13.0578;5.21244;76.5199;80.6441;78.1458;16.6356;1.85284;15.9
