CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;43;4;4;70;50;167;298
01:00;35;5;4;67;49;172;297
02:00;18;3;33;17;11;2;21
03:00;24;3;26;23;15;2;28
04:00;17;3;32;14;17;1;19
05:00;28;1;17;15;15;5;36
06:00;39;1;4;23;13;23;73
07:00;38;2;4;24;14;24;75
08:00;35;2;7;22;13;27;77
09:00;26;3;22;19;12;13;46
10:00;17;;36;16;11;5;26
11:00;13;2;43;14;8;4;20
12:00;13;7;45;12;7;4;20
13:00;11;5;56;12;7;3;15
14:00;13;2;57;11;9;2;17
15:00;12;1;61;8;8;3;17
16:00;11;1;65;15;10;2;15
17:00;18;1;60;19;12;3;24
18:00;22;2;57;18;12;3;26
19:00;63;2;19;24;12;25;101
20:00;79;2;5;41;28;110;247
21:00;77;3;5;69;43;197;378
22:00;66;3;5;85;52;228;413
23:00;54;3;4;75;52;204;365
