CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;41;3;31;34;17;7;50
01:00;32;3;38;75;20;13;50
02:00;37;3;;71;45;108;202
03:00;33;3;;73;47;105;193
04:00;27;3;;70;49;95;173
05:00;21;3;;74;48;95;166
06:00;24;3;;76;48;111;194
07:00;38;4;;109;60;316;519
08:00;59;6;;114;72;433;721
09:00;65;5;;107;63;284;497
10:00;43;6;;73;36;97;191
11:00;8;8;;35;22;1;9
12:00;8;8;;35;22;0;8
13:00;10;8;82;28;17;1;12
14:00;7;8;86;31;15;0;7
15:00;10;6;85;27;17;1;11
16:00;15;6;82;24;16;1;16
17:00;29;4;68;23;12;6;38
18:00;20;3;69;27;11;1;21
19:00;72;3;19;45;25;36;127
20:00;94;4;3;68;44;106;256
21:00;68;3;21;61;35;68;172
22:00;39;3;49;33;21;6;48
23:00;32;;49;29;18;5;39
