CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;12;2;17;13;8;2;15
01:00;9;2;20;11;7;0;9
02:00;10;5;47;24;13;0;11
03:00;8;7;56;13;8;0;8
04:00;8;7;49;15;6;0;8
05:00;12;6;41;22;7;0;12
06:00;16;5;35;21;13;2;18
07:00;20;5;31;12;9;4;26
08:00;18;5;35;12;8;5;27
09:00;20;5;33;19;14;4;27
10:00;21;6;27;20;19;8;34
11:00;19;12;36;17;16;7;29
12:00;17;14;44;14;12;4;23
13:00;19;7;33;12;10;5;27
14:00;16;7;34;16;15;7;26
15:00;18;11;40;18;16;6;27
16:00;28;12;34;18;14;7;38
17:00;25;13;35;21;15;6;34
18:00;26;8;15;21;18;9;40
19:00;26;4;8;14;13;9;40
20:00;25;3;5;11;10;9;39
21:00;21;3;5;8;7;7;32
22:00;18;2;10;8;6;5;26
23:00;15;2;12;13;13;2;18
