CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;46;2;5;25;13;27;88
01:00;36;3;6;23;10;20;66
02:00;37;3;14;38;23;8;49
03:00;27;3;25;;26;3;32
04:00;39;3;8;;31;13;59
05:00;35;3;9;29;21;10;50
06:00;44;3;6;34;23;39;104
07:00;48;3;7;35;23;56;134
08:00;47;3;25;37;25;21;78
09:00;40;3;44;33;25;11;57
10:00;30;2;67;23;10;7;41
11:00;24;3;87;20;4;4;31
12:00;17;2;101;19;8;3;21
13:00;15;2;106;13;10;2;18
14:00;10;2;115;17;14;1;12
15:00;9;3;125;18;14;1;11
16:00;13;2;118;14;10;1;16
17:00;35;1;91;27;19;3;41
18:00;32;2;66;23;18;5;40
19:00;33;2;55;20;14;5;40
20:00;40;2;40;23;14;7;52
21:00;34;1;43;13;12;7;45
22:00;33;1;37;21;13;5;40
23:00;54;2;9;30;13;23;89
