CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;63;3;20;47;42;11;80
01:00;42;3;32;45;40;5;50
02:00;32;3;9;53;41;54;115
03:00;32;3;8;43;40;58;120
04:00;26;1;8;45;38;48;99
05:00;29;1;6;41;31;90;166
06:00;31;1;6;39;33;69;136
07:00;36;3;7;47;32;111;206
08:00;48;5;8;50;39;121;234
09:00;42;6;25;26;20;29;87
10:00;22;6;61;15;12;4;28
11:00;11;6;97;15;9;1;13
12:00;8;9;107;11;10;1;10
13:00;;;;20;11;;
14:00;10;11;;22;13;1;11
15:00;9;8;117;17;12;1;9
16:00;9;9;119;15;12;1;10
17:00;8;11;120;18;10;0;9
18:00;19;12;113;21;13;2;23
19:00;26;9;101;20;9;2;29
20:00;52;8;73;21;9;4;59
21:00;104;7;15;37;16;28;147
22:00;93;6;13;57;29;58;182
23:00;77;6;14;63;42;60;169
