CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;24;3;40;33;14;3;27
01:00;44;2;15;40;19;9;57
02:00;8;1;52;15;10;1;9
03:00;9;1;49;20;7;1;10
04:00;12;1;45;17;7;1;13
05:00;13;1;43;17;9;2;15
06:00;19;3;37;16;12;4;24
07:00;26;3;29;25;12;11;42
08:00;21;5;37;24;11;11;37
09:00;18;6;50;23;9;7;28
10:00;16;8;58;23;8;6;25
11:00;17;7;64;18;9;5;23
12:00;24;4;;28;11;8;36
13:00;33;5;;29;17;7;44
14:00;13;6;66;21;20;4;19
15:00;18;6;60;28;16;4;24
16:00;22;7;59;29;9;7;32
17:00;18;8;62;29;8;4;24
18:00;30;6;49;35;9;9;43
19:00;27;;58;26;9;7;37
20:00;28;2;57;27;8;6;37
21:00;46;3;36;34;10;8;57
22:00;54;1;20;40;19;15;76
23:00;37;3;34;41;20;5;44
