CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;17;7;27;27;15;3;22
01:00;22;16;16;44;40;3;28
02:00;15;13;24;37;32;1;17
03:00;24;11;14;38;22;5;31
04:00;21;9;17;29;13;3;26
05:00;21;;19;17;14;8;33
06:00;24;5;16;20;12;9;39
07:00;38;3;9;16;12;34;90
08:00;46;3;3;20;15;52;125
09:00;38;3;6;23;16;26;77
10:00;36;3;4;27;21;33;86
11:00;33;4;4;34;24;30;79
12:00;34;6;5;34;24;29;78
13:00;39;8;6;46;24;29;84
14:00;39;9;10;36;27;24;76
15:00;40;9;14;42;24;20;70
16:00;48;9;9;35;25;26;87
17:00;50;11;8;41;23;30;95
18:00;43;12;11;36;24;22;76
19:00;40;12;10;38;27;20;71
20:00;37;10;9;40;25;18;65
21:00;29;8;13;29;22;11;46
22:00;23;8;17;29;15;7;34
23:00;21;8;22;27;16;6;30
