CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;18;13;36;56;48;1;20
01:00;15;10;25;77;46;1;17
02:00;11;10;32;66;45;0;12
03:00;14;10;30;56;42;1;15
04:00;30;15;15;54;43;1;32
05:00;26;14;18;52;45;1;27
06:00;24;13;20;53;45;1;26
07:00;23;12;21;55;47;1;25
08:00;21;11;22;63;48;2;23
09:00;31;14;15;69;47;14;52
10:00;27;16;18;67;49;13;46
11:00;24;17;21;71;51;13;44
12:00;24;21;22;79;54;13;43
13:00;20;21;26;79;56;8;33
14:00;24;25;25;76;57;9;38
15:00;24;16;29;74;54;5;31
16:00;28;16;28;;45;4;34
17:00;34;16;24;55;45;3;38
18:00;37;19;19;66;55;3;41
19:00;36;22;18;72;58;3;40
20:00;32;20;18;70;58;4;38
21:00;25;16;27;64;55;2;28
22:00;25;18;28;61;53;2;27
23:00;29;19;24;55;48;2;32
