CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;50;4;3;58;34;4;57
01:00;68;3;9;44;31;10;84
02:00;47;3;18;39;21;6;56
03:00;35;;22;30;18;3;40
04:00;35;1;21;28;15;3;40
05:00;20;3;47;;;1;23
06:00;;;;;;;
07:00;25;5;49;26;13;5;33
08:00;32;10;43;28;16;9;45
09:00;29;7;56;27;15;7;40
10:00;23;9;70;31;11;4;30
11:00;20;3;73;23;11;5;27
12:00;14;2;86;27;11;3;18
13:00;17;2;88;27;14;3;21
14:00;;2;88;28;20;;
15:00;;2;81;36;18;;
16:00;;3;88;26;15;;
17:00;;4;83;13;5;;
18:00;;2;79;17;3;;
19:00;;3;82;16;8;;
20:00;;5;70;22;7;;
21:00;;5;59;21;7;;
22:00;;3;19;31;10;;
23:00;;5;11;68;35;;
