CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;32;55;6;133;101;8;43
01:00;24;15;3;63;46;5;31
02:00;24;13;4;59;43;4;29
03:00;24;13;4;54;42;4;29
04:00;22;11;5;46;34;3;25
05:00;20;8;5;38;28;2;23
06:00;22;7;4;43;30;10;36
07:00;25;7;3;48;37;36;79
08:00;25;6;3;48;38;37;80
09:00;36;5;4;;50;114;209
10:00;34;5;4;82;60;74;145
11:00;38;9;7;100;75;59;127
12:00;47;13;8;110;91;60;138
13:00;58;;8;136;97;73;169
14:00;57;12;7;125;94;62;151
15:00;59;14;7;142;119;58;147
16:00;61;16;6;165;126;80;182
17:00;72;19;7;220;160;213;396
18:00;74;30;10;267;193;265;479
19:00;78;42;11;319;240;399;686
20:00;74;51;10;329;252;343;599
21:00;49;59;9;292;221;163;296
22:00;44;73;8;272;213;120;226
23:00;44;71;3;200;145;51;120
