CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;12;5;30;50;30;0;12
01:00;9;3;42;41;27;0;9
02:00;9;3;42;44;30;0;9
03:00;7;3;42;45;27;0;7
04:00;6;3;43;40;30;0;6
05:00;7;3;42;38;28;0;7
06:00;9;4;40;27;22;0;9
07:00;10;4;37;26;21;0;10
08:00;11;4;37;24;20;0;11
09:00;12;4;35;24;21;0;13
10:00;12;4;37;25;19;0;13
11:00;11;4;38;30;20;1;13
12:00;11;4;39;32;27;1;12
13:00;10;4;40;36;31;1;11
14:00;11;3;40;40;31;1;13
15:00;12;3;38;46;34;1;14
16:00;12;2;38;54;37;1;13
17:00;15;3;35;54;36;0;15
18:00;15;3;34;47;38;0;16
19:00;18;4;30;48;34;0;19
20:00;17;4;30;46;30;0;17
21:00;15;4;30;49;28;0;15
22:00;15;5;29;50;;0;16
23:00;14;5;29;50;24;0;15
