CZAS;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5
00:00;5;35;37;28
01:00;5;5;44;27
02:00;4;11;16;10
03:00;3;4;18;13
04:00;3;3;14;10
05:00;3;3;16;10
06:00;3;2;21;17
07:00;3;2;28;20
08:00;4;9;26;13
09:00;4;14;27;21
10:00;9;21;33;22
11:00;20;50;24;17
12:00;14;68;20;12
13:00;8;76;16;14
14:00;7;81;20;15
15:00;8;81;25;21
16:00;14;89;35;30
17:00;14;86;37;27
18:00;12;89;34;28
19:00;8;88;30;25
20:00;5;93;31;24
21:00;5;82;33;27
22:00;5;59;43;35
23:00;5;76;31;27
