CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;20;5;34;15;9;2;23
01:00;15;6;38;12;9;0;15
02:00;28;3;;22;16;1;30
03:00;12;4;;20;13;0;12
04:00;12;4;;18;12;0;12
05:00;15;5;;20;11;1;17
06:00;24;6;;20;13;5;31
07:00;31;6;;20;15;10;45
08:00;26;6;;17;15;11;43
09:00;26;9;;17;12;14;47
10:00;17;3;;16;9;6;25
11:00;14;3;;14;9;4;20
12:00;18;4;;13;11;6;28
13:00;18;7;;20;16;5;25
14:00;22;9;42;22;18;5;30
15:00;23;7;42;21;10;7;34
16:00;22;4;45;17;5;6;31
17:00;29;6;36;13;6;9;42
18:00;29;4;33;12;7;9;43
19:00;29;3;31;8;6;9;43
20:00;33;3;27;8;7;8;44
21:00;24;3;32;11;7;4;30
22:00;20;4;36;21;10;3;24
23:00;20;4;36;14;10;3;24
