CZAS;Dwutlenek azotu;Dwutlenek siarki;Ozon;Ozon 8h;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;38.5384;2.14621;1.57539;13.2523;26.4288;16.38;59.5522;129.1
01:00;30.9417;2.23599;4.29463;8.87646;19.9801;9.18;55.9293;115.9
02:00;;;16.6895;31.8911;24.3985;21.42;;
03:00;48.9462;1.63846;10.6514;28.2298;23.2412;18.18;23.2372;84.2
04:00;41.3803;1.52713;14.1148;23.7953;24.5987;5.4;17.5269;68
05:00;48.8171;2.05928;6.79911;16.3902;20.1107;6.48;42.6124;113.6
06:00;51.0766;1.66885;2.33021;9.99454;24.9326;10.26;38.0037;108.9
07:00;63.8278;2.00928;15.9056;9.93573;26.7866;19.08;45.209;132.5
08:00;72.6632;2.45573;7.03276;9.81;37.466;12.6;60.5609;164.8
09:00;78.6769;2.73192;4.12826;9.70646;37.4123;21.06;94.109;221.7
10:00;54.8473;1.77233;20.2867;10.1561;35.8806;9.36;13.956;76.1
11:00;54.7681;1.53022;26.8568;12.1818;35.751;15.48;15.2408;77.9
12:00;35.3071;1.82473;47.6467;16.3733;33.5492;19.44;5.92949;44.3
13:00;42.7954;1.95095;47.5209;21.4635;44.6049;24.12;10.6255;58.9
14:00;24.6315;1.60467;51.1778;27.5694;24.2196;10.8;5.42237;32.8
15:00;28.4054;1.73047;37.0776;30.2159;11.3596;5.4;7.04902;39
16:00;27.3586;1.65796;35.3321;33.7534;16.6304;5.4;7.24923;38.3
17:00;31.2797;1.59061;39.3015;38.15;11.392;5.4;8.2212;43.8
18:00;46.0464;1.52179;24.7128;38.7033;12.3578;5.4;17.8771;73.2
19:00;43.8428;1.43395;19.7488;37.8148;11.8733;5.4;13.1555;63.9
20:00;51.4863;1.71109;8.09807;32.8712;12.0483;5.4;18.9769;80.4
21:00;51.9991;1.46062;6.35092;27.7249;12.0587;5.4;23.1048;87.1
22:00;45.9311;1.98077;3.44352;21.7582;20.5333;5.4;32.7971;95.8
23:00;41.3872;1.7268;2.78751;17.4719;26.819;5.4;28.3235;84.4
